index,lemma,enlemma,pos,sort,gender
11995,aml-bwrpas,multi-purpose,adjective,1ig02tnl1p,
11996,aml-chwaraeon,multi-sport,adjective,1ig04t1n17kj,
11997,aml-ddefnydd,multi-use,adjective,1ig0678ju6,
11998,aml-ddisgyblaethol,multidisciplinary,adjective,1ig06dpau2g17rkg,
11999,aml-ddiwylliannol,multicultural,adjective,1ig06dtuhd1jjkg,
12000,aml-iaith,multi-lingual,adjective,1ig0d1dr,
12001,amlaf,most frequent,adjective,1ig18,
12003,amlap,wrap-around,noun,1ig1l,m
12014,amlapio,wrap_around,verb,1ig1ldk,\N
12055,amlben,multihead,adjective,1ig27j,
12056,amlblecsio,multiplex,verb,1ig2g73pdk,\N
12058,amlblecsydd,multiplexer,noun,1ig2g73pu6,m
12059,amlchwaraewr,multiplayer,adjective,1ig4t1n17tn,
12060,amlder,frequency,noun,1ig57n,m
12062,amledd,frequency,noun,1ig76,m
12063,amlen,envelope,noun,1ig7j,f
12069,amlhau,increase,verb,1igc1s,\N
12115,amlin,contour,noun,1igdj,f
12117,amlinell,outline,noun,1igdj7h,f
12120,amlinelliad,outline,noun,1igdj7hd15,m
12122,amlinelliad dangosol,illustrative outline,noun,1igdj7hd15051bkpkg,m
12168,amlinellu,outline,verb,1igdj7hs,\N
12178,amlochron,polygon,noun,1igk4nkj,m
12185,amlosgi,cremate,verb,1igkpad,\N
12233,amlran,multipart,adjective,1ign1j,
12234,amlwg,obvious,adjective,1igta,
12235,amlwg,obvious,adj.comp,1igta,
12236,amlycaf,most obvious,adjective,1igu318,
12237,amlygedig,highlighted,adjective,1igua75da,
12238,amlygiad,highlighting,noun,1iguad15,m
12240,amlygrwydd,prominence,noun,1iguantu6,m
12250,amlygu,reveal,verb,1iguas,\N
12270,amlygu,highlight,verb,1iguas,\N
12333,amneidio,nod,verb,1ij7d5dk,\N
12359,amnewid,replace,verb,1ij7td5,\N
12401,amnewidiad,replacement,noun,1ij7td5d15,m
12403,amod,condition,noun,1ik5,mf
12457,amodi,stipulate,verb,1ik5d,\N
12459,amodol,conditional,adjective,1ik5kg,
12460,amorteiddiad,amortisation,noun,1iknq7d6d15,m
12462,amorteiddio,amortise,verb,1iknq7d6dk,\N
12463,amrant,eyelid,noun,1in1jq,m
12465,amrantol,blinking,adjective,1in1jqkg,
12498,amrantu,wink,verb,1in1jqs,\N
12521,amrediad,range,noun,1in75d15,m
12522,amrwd,raw,adjective,1int5,
12523,amryfal,assorted,adjective,1inu81g,
12535,amryfuso,err,verb,1inu8spk,\N
12578,amryw,several,prequalifier,1inut,
12579,amrywiad,variation,noun,1inutd15,m
12581,amrywiadwy,variable,adjective,1inutd15tu,
12582,amrywiaeth,variety,noun,1inutd17r,f
12630,amrywio,vary,verb,1inutdk,\N
12635,amrywiol,assorted,adjective,1inutdkg,
12636,amser,time,noun,1ip7n,m
12639,amser-llawn,full-time,adjective,1ip7n0h1tj,
12640,amser-real,realtime,adjective,1ip7n0n71g,
12641,amseredig,timed,adjective,1ip7n75da,
12643,amserfa,timezone,noun,1ip7n81,f
12644,amseriad,timing,noun,1ip7nd15,m
12646,amserlen,timetable,noun,1ip7ng7j,f
12649,amsernod,timestamp,noun,1ip7njk5,m
12650,amserol,timely,adjective,1ip7nkg,
12651,amseroldeb,timeliness,noun,1ip7nkg572,m
12701,amseru,time,verb,1ip7ns,\N
12706,amserydd,timer,noun,1ip7nu6,m
12709,amserydd tywod,sand timer,noun,1ip7nu60qutk5,m
12742,amsugno,absorb,verb,1ipsajk,\N
12793,amwisgo,shroud,verb,1itdpak,\N
12818,amwys,ambiguous,adjective,1itup,
12819,amynedd,patience,noun,1iuj76,m
12820,amyneddgar,patient,adjective,1iuj76a1n,
12821,an-anghynhwysol,non-exclusive,adjective,1j01bcujctupkg,
12822,anabl,disabled,adjective,1j12g,
12824,anabledd,disability,noun,1j12g76,m
12825,anablu,disable,verb,1j12gs,\N
12826,anad,more than,preposition,1j15,
12827,anadferadwy,unrecoverable,adjective,1j1587n15tu,
12828,anadl,breath,noun,1j15g,mf
12877,anadlu,breathe,verb,1j15gs,\N
12891,anadnabyddadwy,non-identifiable,adjective,1j15j12u615tu,
12892,anadnabyddus,unrecognised,adjective,1j15j12u6sp,
12893,anaddas,inappropriate,adjective,1j161p,
12894,anaddasedig,unmodified,adjective,1j161p75da,
12948,anaddasu,disqualify,verb,1j161ps,\N
12952,anaemia,anaemia,noun,1j17id1,m
12953,anaf,wound,noun,1j18,m
13000,anafu,injure,verb,1j18s,\N
13009,analog,analogue,adjective,1j1gka,
13010,anallu,inability,noun,1j1hs,m
13011,analluog,disabled,adjective,1j1hska,
13038,analluogi,disable,verb,1j1hskad,\N
13066,anaml,infrequent,adjective,1j1ig,
13067,anarferedig,obsolete,adjective,1j1n87n75da,
13068,anarferol,unusual,adjective,1j1n87nkg,
13069,anargaeledd,non-availability,noun,1j1na17g76,m
13070,anarwyddocaol,insignificant,adjective,1j1ntu6k31kg,
13071,anawdurdodedig,unauthorised,adjective,1j1t5sn5k575da,
13072,andros,exceptionally,adverb,1j5nkp,
13102,andwyo,spoil,verb,1j5tuk,\N
13127,andwyol,harmful,adjective,1j5tukg,
13129,anecdot,anecdote,noun,1j735kq,m
13130,aneffeithiolrwydd,ineffectiveness,noun,1j797drdkgntu6,m
13131,aneffeithlon,inefficient,adjective,1j797drgkj,
13132,aneffeithlonrwydd,inefficiency,noun,1j797drgkjntu6,m
13133,aneglur,unclear,adjective,1j7agsn,
13164,anelu,aim,verb,1j7gs,\N
13193,anesmwytho,become_restless,verb,1j7piturk,\N
13243,anfantais,disadvantage,noun,1j81jq1dp,f
13279,anfarwoli,immortalise,verb,1j81ntkgd,\N
13298,anfeidredd,infinity,noun,1j87d5n76,m
13299,anfeidrol,infinite,adjective,1j87d5nkg,
13300,anferth,huge,adjective,1j87nr,
13301,anfesuradwy,non-quantifiable,adjective,1j87psn15tu,
13302,anfodlon,unwilling,adjective,1j8k5gkj,
13338,anfodloni,dissatisfy,verb,1j8k5gkjd,\N
13357,anfodlonrwydd,dissatisfaction,noun,1j8k5gkjntu6,m
13358,anfoddhaol,unsatisfactory,adjective,1j8k6c1kg,
13404,anfoddio,displease,verb,1j8k6dk,\N
13410,anfoddog,reluctant,adjective,1j8k6ka,
13414,anfon,send,verb,1j8kj,\N
13468,anfonebedig,invoiced,adjective,1j8kj7275da,
13475,anfonebu,invoice,verb,1j8kj72s,\N
13523,anfonedig,sent,adjective,1j8kj75da,
13525,anfonwr,sender,noun,1j8kjtn,m
13526,anfri,disrepute,noun,1j8nd,m
13528,anfwriadol,unintentional,adjective,1j8tnd15kg,
13529,anffafriol,unfavourable,adjective,1j918ndkg,
13530,anffodus,unfortunate,adjective,1j9k5sp,
13554,anffurfio,deform,verb,1j9sn8dk,\N
13582,anffurfiol,informal,adjective,1j9sn8dkg,
13583,anhafal,unequal,adjective,1jc181g,
13584,anhapus,unhappy,adjective,1jc1lsp,
13585,anhawster,difficulty,noun,1jc1tpq7n,m
13588,anheddiad,settlement,noun,1jc76d15,f
13589,anhepgor,indispensable,adjective,1jc7lakn,
13590,anhepgorol,indispensable,adjective,1jc7laknkg,
13591,anhraddodiadol,untraditional,adjective,1jcn16k5d15kg,
13592,anhrefn,disorder,noun,1jcn78j,m
13645,anhrefnu,disarrange,verb,1jcn78js,\N
13670,anhuddo,bank_up,verb,1jcs6k,\N
13701,anhwylder,ailment,noun,1jctug57n,m
13731,anhwyluso,inconvenience,verb,1jctugspk,\N
13757,anhyblyg,rigid,adjective,1jcu2gua,
13789,anhyfrydu,make_unpleasant,verb,1jcu8nu5s,\N
13812,anhygoel,incredible,adjective,1jcuak7g,
13813,anhysbys,unknown,adjective,1jcup2up,
13814,anialwch,wilderness,noun,1jd1gt4,m
13816,anifail,animal,noun,1jd81dg,m
13837,anifeileiddio,brutalise,verb,1jd87dg7d6dk,\N
13869,animeiddiad,animation,noun,1jdi7d6d15,m
13870,animeiddio,animate,adjective,1jdi7d6dk,
13871,anleol,non-local,adjective,1jg7kg,
13887,anlladu,behave_wantonly,verb,1jh15s,\N
13926,annarllenadwy,unreadable,adjective,1jj1nh7j15tu,
13927,annatod,integral,adjective,1jj1qk5,
13929,annedd,dwelling,noun,1jj76,f
13930,annegatif,non-negative,adjective,1jj7a1qd8,
13931,annerbyniol,unacceptable,adjective,1jj7n2ujdkg,
13942,annerch,address,verb,1jj7n4,\N
13983,annerch,greeting,noun,1jj7n4,m
13988,annhebyg,dissimilar,adjective,1jjc72ua,
13989,annhebygol,unlikely,adjective,1jjc72uakg,
13990,annheg,unfair,adjective,1jjc7a,
13991,annibyniaeth,independence,noun,1jjd2ujd17r,f
13992,annibynnol,independent,adjective,1jjd2ujjkg,
13994,annibynnwr,independent,noun,1jjd2ujjtn,m
13995,annifyr,annoying,adjective,1jjd8un,
13996,anniffiniedig,undefined,adjective,1jjd9djd75da,
13997,annigonol,insufficient,adjective,1jjdakjkg,
13998,annigonolrwydd,inadequacy,noun,1jjdakjkgntu6,m
13999,annilys,invalid,adjective,1jjdgup,
14000,annisgwyl,unexpected,adjective,1jjdpatug,
14001,annoeth,unwise,adjective,1jjk7r,
14053,annog,urge,verb,1jjka,\N
14095,annos,incite,verb,1jjkp,\N
14107,annwyd,cold,noun,1jjtu5,m
14108,annwyl,dear,adjective,1jjtug,
14109,annymunol,unwanted,adjective,1jjuisjkg,
14110,annymunol,unpleasant,adjective,1jjuisjkg,
14142,anobeithio,despair,verb,1jk27drdk,\N
14162,anochel,inevitable,adjective,1jk47g,
14209,anodi,annotate,verb,1jk5d,\N
14217,anodd,difficult,adj.comp,1jk6,
14218,anodd,difficult,adjective,1jk6,
14219,anoddaf,most difficult,adjective,1jk618,
14221,anogaeth,exhortation,noun,1jka17r,f
14223,anogiad,prompt,noun,1jkad15,m
14224,anogiaeth,exhortation,noun,1jkad17r,mf
14226,anorchfygol,intractable,adjective,1jkn48uakg,
14227,anorfod,insuperable,adjective,1jkn8k5,
14228,anorthrech,overwhelming,adjective,1jknrn74,
14229,anos,more difficult,adj.comp,1jkp,
14231,anrheg,give_as_present,verb,1jo7a,\N
14232,anrheg,present,noun,1jo7a,f
14236,anrhegu,present,verb,1jo7as,\N
14320,anrheithio,plunder,verb,1jo7drdk,\N
14339,anrhydedd,honour,noun,1jou576,m
14359,anrhydeddu,honour,verb,1jou576s,\N
14395,anrhydeddus,prestigious,adjective,1jou576sp,
14396,ansad,unstable,adjective,1jp15,
14397,ansadrwydd,instability,noun,1jp15ntu6,m
14398,ansafonol,non-standard,adjective,1jp18kjkg,
14400,ansawdd,quality,noun,1jp1t6,m
14453,ansefydlogi,unsettle,verb,1jp78u5gkad,\N
14455,ansefydlu,disestablish,verb,1jp78u5gs,\N
14509,ansicr,uncertain,adjective,1jpd3n,
14510,ansicrwydd,uncertainty,noun,1jpd3ntu6,m
14511,ansoddair,adjective,noun,1jpk61dn,m
14513,ansoddol,qualitative,adjective,1jpk6kg,
14514,anstatudol,non-statutory,adjective,1jpq1qs5kg,
14516,anti,aunt,noun,1jqd,f
14518,antur,adventure,noun,1jqsn,m
14520,anturiaeth,adventure,noun,1jqsnd17r,f
14538,anturio,venture,verb,1jqsndk,\N
14572,anthem,anthem,noun,1jr7i,f
14581,anufuddhau,disobey,verb,1js8s6c1s,\N
14623,anuniongred,unorthodox,adjective,1jsjdkbn75,
14624,anuniongyrchol,indirect,adjective,1jsjdkbun4kg,
14673,anurddo,treat_with disrespect,verb,1jsn6k,\N
14700,anwadalu,fluctuate,verb,1jt151gs,\N
14733,anwag,non-empty,adjective,1jt1a,
14783,anweddu,evaporate,verb,1jt76s,\N
14788,anweithred,unperformed action,noun,1jt7drn75,f
14789,anweithredol,inactive,adjective,1jt7drn75kg,
14790,anweithredoli,deactivate,verb,1jt7drn75kgd,\N
14791,anweledig,invisible,adjective,1jt7g75da,
14793,anwes,indulgence,noun,1jt7p,m
14822,anwesu,fondle,verb,1jt7ps,\N
14848,anwir,untrue,adjective,1jtdn,
14882,anwireddu,falsify,verb,1jtdn76s,\N
14903,anwybodaeth,ignorance,noun,1jtu2k517r,f
14926,anwybyddu,ignore,verb,1jtu2u6s,\N
14959,anwylo,fondle,verb,1jtugk,\N
15012,anwylyd,dear,adjective,1jtugu5,\N
15066,anwytho,induce,verb,1jturk,\N
15067,anymddiheurol,unapologetic,adjective,1jui6dc7snkg,
15068,anymddiheurol o besimistaidd,unapologetically pessimistic,adjective,1jui6dc7snkg0k027pdidpq1d6,
15104,anymddiried,distrust,verb,1jui6dnd75,\N
15144,anystwytho,stiffen,verb,1jupqturk,\N
15177,ap,son of,preposition,1l,
15178,apêl,appeal,noun,1l7g,mf
15180,apeliad,appeal,noun,1l7gd15,m
15181,apeliadau,appeal,noun,1l7gd151s,m
15205,apelio,appeal,verb,1l7gdk,\N
15233,apeliwr,appellant,noun,1l7gdtn,m
15235,apelydd,appellant,noun,1l7gu6,m
15238,apig,apex,noun,1lda,f
15239,apwyntiad,appointment,noun,1ltujqd15,m
15240,apwyntiadau,appointments,noun,1ltujqd151s,m
15274,apwyntio,appoint,verb,1ltujqdk,\N
15292,ar,on_him,prep+pron,1n,m
15293,ar,on_her,prep+pron,1n,f
15294,ar,on_us,prep+pron,1n,
15295,ar,on_me,prep+pron,1n,
15296,ar,on,preposition,1n,
15298,ar,on_them,prep+pron,1n,
15299,ar,on_us,prep+pron,1n,\N
15300,ar,on_you,prep+pron,1n,\N
15301,ar,on_you,prep+pron,1n,
15304,ar adnau,on deposit,adverb,1n015j1s,
15305,ar_ben,on top of,preposition,1n027j,
15306,ar draul,at the expense of,adverb,1n05n1sg,
15307,ar_draws,across,preposition,1n05n1tp,
15308,ar ddisberod,astray,adverb,1n06dp27nk5,
15309,ar eu liwt eu hunain,on their own account,adverb,1n07s0gdtq07s0csj1dj,
15310,ar frys,urgent,adjective,1n08nup,
15311,ar goedd,publicly,adverb,1n0ak76,
15312,ar_goll,lost,adverb,1n0akh,\N
15313,ar gyfartaledd,on average,adverb,1n0au81nq1g76,
15314,ar_gyfer,for,preposition,1n0au87n,
15315,ar hap,at random,adverb,1n0c1l,
15316,ar_hyd,along,preposition,1n0cu5,\N
15317,ar-lein,online,adjective,1n0g7dj,
15318,ar_ôl,after,preposition,1n0kg,\N
15319,ar oledd,sloping,adverb,1n0kg76,
15320,ar oledd,on a slope,adjective,1n0kg76,
15321,ar un adeg,at one time,adverb,1n0sj0157a,
15322,ar unrhyw adeg,at any time,adverb,1n0sjout0157a,
15323,ar wahan,separately,adverb,1n0t1c1j,\N
15324,ar wahân,separate,adverb,1n0t1c1j,\N
15325,ar wasgar,scattered,adjective,1n0t1pa1n,
15326,ar werth,for sale,adjective,1n0t7nr,
15327,ar y goriwaered,in decline,adverb,1n0u0akndt17n75,
15328,ar y gweill,in progress,adverb,1n0u0at7dh,
15329,ar y gweill,on the go,adverb,1n0u0at7dh,
15330,aradr,plough,noun,1n15n,m
15356,aradru,plough,verb,1n15ns,\N
15386,arae,array,noun,1n17,f
15388,araf,slow,adjective,1n18,
15389,araf,slow,adj.comp,1n18,
15390,araf-ei-symud,slow-moving,adjective,1n1807d0puis5,
15391,arafaf,slowest,adjective,1n1818,
15437,arafu,slow_down,verb,1n18s,\N
15450,araith,speech,noun,1n1dr,f
15452,arall,other,adjective,1n1h,
15469,aralleirio,paraphrase,verb,1n1h7dndk,\N
15515,arallgyfeirio,redirect,verb,1n1hau87dndk,\N
15588,arbed,save,verb,1n275,\N
15610,arbedydd sgrin,screensaver,noun,1n275u60pandj,m
15654,arbelydru,irradiate,verb,1n27gu5ns,\N
15665,arbenigedd,expertise,noun,1n27jda76,m
15713,arbenigo,specialise,verb,1n27jdak,\N
15720,arbenigol,specialist,adjective,1n27jdakg,
15722,arbenigwr,specialist,noun,1n27jdatn,m
15723,arbennig,special,adjective,1n27jjda,
15725,arbrawf,experiment,noun,1n2n1t8,m
15726,arbrofi,experiment,verb,1n2nk8d,\N
15781,arbrofiad,experiment,noun,1n2nk8d15,m
15782,arbrofol,experimental,adjective,1n2nk8kg,
15783,arc,arc,noun,1n3,f
15786,arch,coffin,noun,1n4,f
15787,archaeolegol,archaeological,adjective,1n417kg7akg,
15789,archeb,order,noun,1n472,f
15791,archeb bost,postal order,noun,1n47202kpq,f
15825,archebu,order,verb,1n472s,\N
15846,archeolegol,archaeological,adjective,1n47kg7akg,
15847,archfarchnad,hypermarket,noun,1n481n4j15,f
15849,archif,archive,noun,1n4d8,m
15881,archifo,archive,verb,1n4d8k,\N
15906,archifydd,archivist,noun,1n4d8u6,m
15907,archolladwy,vulnerable,adjective,1n4kh15tu,
15945,archolli,wound,verb,1n4khd,\N
15972,archwaethu,savour,verb,1n4t17rs,\N
16017,archwiliad,audit,noun,1n4tdgd15,m
16018,archwiliedig,probed,adjective,1n4tdgd75da,
16061,archwilio,probe,verb,1n4tdgdk,\N
16070,archwilio,inspect,verb,1n4tdgdk,\N
16072,archwiliwr,auditor,noun,1n4tdgdtn,m
16074,ardal,region,noun,1n51g,f
16075,ardal,regional,adjective,1n51g,
16077,ardrefniant,settlement,noun,1n5n78jd1jq,m
16078,ardystiedig,certified,adjective,1n5upqd75da,
16087,ardystio,pledge,verb,1n5upqdk,\N
16113,ardystio,certify,verb,1n5upqdk,\N
16148,arddangos,demo,verb,1n61bkp,\N
16171,arddangos,display,verb,1n61bkp,\N
16187,arddangosedig,displayed,adjective,1n61bkp75da,
16189,arddangosfa,exhibition,noun,1n61bkp81,f
16191,arddangosiad,display,noun,1n61bkpd15,m
16192,arddangosiad,demo,noun,1n61bkpd15,m
16194,arddangosol,demo,adjective,1n61bkpkg,
16196,arddangosydd,display,noun,1n61bkpu6,m
16241,arddel,acknowledge,verb,1n67g,\N
16252,ardderchog,excellent,adjective,1n67n4ka,
16255,arddodi,prefix,verb,1n6k5d,\N
16307,arddodiad,preposition,noun,1n6k5d15,m
16310,arddull,style,noun,1n6sh,f
16358,arddullio,style,verb,1n6shdk,\N
16363,arddweud,dictate,verb,1n6t7s5,\N
16454,aredig,plough,verb,1n75da,\N
16551,areithio,make_a speech,verb,1n7drdk,\N
16575,arestio,arrest,verb,1n7pqdk,\N
16619,arf,weapon,noun,1n8,mf
16621,arfaeth,destiny,noun,1n817r,f
16623,arfaethedig,designed,adjective,1n817r75da,
16650,arfaethu,intend,verb,1n817rs,\N
16679,arfarniad,assessment,noun,1n81njd15,m
16680,arfarnu,assess,verb,1n81njs,\N
16693,arfer,use,verb,1n87n,\N
16699,arfer,habit,noun,1n87n,m
16738,arfer gorau,best practice,noun,1n87n0akn1s,m
16739,arferadwy,habitual,adjective,1n87n15tu,
16740,arferiad,custom,noun,1n87nd15,mf
16742,arferol,usual,adjective,1n87nkg,
16745,arferu,be_accustomed,verb,1n87ns,\N
16797,arfog,armed,adjective,1n8ka,
16822,arfogi,arm,verb,1n8kad,\N
16853,arfordir,coast,noun,1n8kn5dn,m
16854,arfordirol,coastal,adjective,1n8kn5dnkg,
16855,argae,dam,noun,1na17,m
16856,argaeledd,availability,noun,1na17g76,m
16893,argeisio,seek,verb,1na7dpdk,\N
16908,argian,good_lord,im,1nad1j,\N
16909,arglwydd,lord,noun,1nagtu6,m
16915,arglwyddiaethu,govern,verb,1nagtu6d17rs,\N
16965,argoel,omen,noun,1nak7g,f
16967,argraff,impression,noun,1nan19,f
16968,argraffadwy,printable,adjective,1nan1915tu,
16969,argraffadwy dyfynedig,quoted printable,adjective,1nan1915tu05u8uj75da,
16970,argraffedig,printed,adjective,1nan1975da,
16972,argraffiad,impression,noun,1nan19d15,m
17024,argraffu,print,verb,1nan19s,\N
17031,argraffu-ar-alw,print-on-demand,adjective,1nan19s01n01gt,
17032,argraffwr,printer,noun,1nan19tn,m
17034,argraffydd,printer,noun,1nan19u6,m
17037,argyfwng,emergency,noun,1nau8tb,m
17038,argyfyngus,critical,adjective,1nau8ubsp,
17069,argyhoeddi,convince,verb,1nauck76d,\N
17093,argyhoeddiadol,convincing,adjective,1nauck76d15kg,
17139,argymell,recommend,verb,1naui7h,\N
17146,argymelledig,recommended,adjective,1naui7h75da,
17149,argymhelliad,recommendation,noun,1nauic7hd15,m
17151,arian,money,noun,1nd1j,m
17152,Ariannin,Argentina,noun,1nd1jjdj,f
17153,ariannol,monetary,adjective,1nd1jjkg,
17165,ariannu,finance,verb,1nd1jjs,\N
17213,arithmetig,arithmetic,noun,1ndri7qda,m
17214,arlein,online,adjective,1ng7dj,
17215,arloesedd,innovation,noun,1ngk7p76,m
17238,arloesi,pioneer,verb,1ngk7pd,\N
17270,arloesol,innovative,adjective,1ngk7pkg,
17300,arlunio,paint,verb,1ngsjdk,\N
17323,arlunydd,artist,noun,1ngsju6,m
17349,arlwyo,cater,verb,1ngtuk,\N
17378,arlliw,shade,noun,1nhdt,m
17379,arlliw,tint,noun,1nhdt,m
17381,arlliwio,shade,verb,1nhdtdk,\N
17382,arlliwio,tint,verb,1nhdtdk,\N
17415,arllwys,pour,verb,1nhtup,\N
17437,armi,army,noun,1nid,f
17452,arnofio,float,verb,1njk8dk,\N
17490,arogl,smell,noun,1nkag,m
17493,aroglau,smell,noun,1nkag1s,m
17494,arogldarth,incense,noun,1nkag51nr,m
17514,arogldarthu,burn_incense,verb,1nkag51nrs,\N
17602,arogli,smell,verb,1nkagd,\N
17604,arolwg,survey,noun,1nkgta,m
17605,arolwg,overview,noun,1nkgta,m
17609,arolygiad,inspection,noun,1nkguad15,m
17610,arolygiaeth,inspectorate,noun,1nkguad17r,f
17612,arolygol,inspecting,adjective,1nkguakg,
17643,arolygu,supervise,verb,1nkguas,\N
17667,arolygwr,inspector,noun,1nkguatn,m
17669,arolygydd,inspector,noun,1nkguau6,m
17675,aros,wait,verb,1nkp,\N
17724,arsefydliad,installation,noun,1np78u5gd15,m
17725,arsefydlu,install,verb,1np78u5gs,\N
17727,arsefydlydd,installer,noun,1np78u5gu6,m
17734,arswydo,dread,verb,1nptu5k,\N
17782,arsylwad,observation,noun,1npugt15,m
17804,arsylwi,observe,verb,1npugtd,\N
17888,arsyllu,scan,verb,1npuhs,\N
17894,arteithio,torture,verb,1nq7drdk,\N
17943,artiffisial,artificial,adjective,1nqd9dpd1g,
17944,artist,artist,noun,1nqdpq,m
17946,artistig,artistic,adjective,1nqdpqda,
17947,arth,bear,noun,1nr,m
17949,arthio,growl,verb,1nrdk,\N
18039,arunigo,isolate,verb,1nsjdak,\N
18053,arunigol,standalone,adjective,1nsjdakg,
18054,aruthrol,awesome,adjective,1nsrnkg,
18055,aruthrol,wonderful,adjective,1nsrnkg,
18056,arwahanol,discrete,adjective,1nt1c1jkg,
18057,arwahanrwydd,isolation,noun,1nt1c1jntu6,m
18066,arwain,leader,noun,1nt1dj,f
18070,arwain,lead,verb,1nt1dj,\N
18153,arweddu,bear,verb,1nt76s,\N
18166,arweiniad,guide,noun,1nt7djd15,m
18167,arweiniad,guidance,noun,1nt7djd15,m
18168,arweiniol,introductory,adjective,1nt7djdkg,
18169,arweiniol,leading,adjective,1nt7djdkg,
18171,arweinydd,leader,noun,1nt7dju6,m
18173,arweinyddiaeth,leadership,noun,1nt7dju6d17r,f
18175,arweinyddol,leadership,adjective,1nt7dju6kg,
18176,arwerthiant,auction,noun,1nt7nrd1jq,m
18190,arwerthu,auction,verb,1nt7nrs,\N
18245,arwisgo,enrobe,verb,1ntdpak,\N
18286,arwr,hero,noun,1ntn,m
18288,arwydd,sign,noun,1ntu6,mf
18290,arwydd hafal,equals sign,noun,1ntu60c181g,m
18293,arwyddair,motto,noun,1ntu61dn,m
18344,arwyddo,sign,verb,1ntu6k,\N
18348,arwyddocâd,significance,noun,1ntu6k315,m
18349,arwyddocaol,significant,adjective,1ntu6k31kg,
18380,arwyddocáu,signify,verb,1ntu6k31s,\N
18401,arwyneb,surface,noun,1ntuj72,m
18403,arwyneb crwm,curved surface,noun,1ntuj7203nti,m
18406,arwyneb gwastad,flat surface,noun,1ntuj720at1pq15,m
18408,arwyneb plân,plane surface,noun,1ntuj720lg1j,m
18409,arwynebedd,area,noun,1ntuj7276,m
18410,arwynebeddau,areas,noun,1ntuj72761s,m
18412,arwystl,security,noun,1ntupqg,m
18414,arwystlo,pledge,verb,1ntupqgk,\N
18509,arholi,examine,verb,1okgd,\N
18521,arholiad,examination,noun,1okgd15,m
18526,arhosiad,stay,noun,1okpd15,m
18527,arhosol,permanent,adjective,1okpkg,
18528,AS,MP,noun,1p,m
18529,asbestos,asbestos,noun,1p27pqkp,m
18531,ased,asset,noun,1p75,m
18534,aseiniad,assignment,noun,1p7djd15,m
18536,asen,ass,noun,1p7j,f
18538,asesiad,assessment,noun,1p7pd15,m
18577,asesu,assess,verb,1p7ps,\N
18593,aseswyr,assessors,noun,1p7ptun,m
18594,asesydd,assessor,noun,1p7pu6,m
18595,asetig,acetic,adjective,1p7qda,
18596,asetylsalisylig,acetylsalicylic,adjective,1p7qugp1gdpugda,
18597,asgell,wing,noun,1pa7h,f
18600,asgwrn,bone,noun,1patnj,m
18616,asgwrneiddio,ossify,verb,1patnj7d6dk,\N
18652,asiant,agent,noun,1pd1jq,m
18654,asiantaeth,agency,noun,1pd1jq17r,f
18656,asid,acid,noun,1pd5,m
18686,asideiddio,acidify,verb,1pd57d6dk,\N
18751,asio,join,verb,1pdk,\N
18760,astroleg,astrology,noun,1pqnkg7a,f
18762,astudiaeth,study,noun,1pqs5d17r,f
18799,astudio,study,verb,1pqs5dk,\N
18814,asur,azure,adjective,1psn,
18815,at,to_her,prep+pron,1q,f
18816,at,to_them,prep+pron,1q,
18817,at,to_us,prep+pron,1q,\N
18818,at,to_you,prep+pron,1q,\N
18819,at,to_me,prep+pron,1q,\N
18820,at,to_us,prep+pron,1q,
18822,at,to_him,prep+pron,1q,m
18823,at,to_you,prep+pron,1q,
18825,at,to_them,prep+pron,1q,\N
18826,at,to,preposition,1q,
18827,at,to_me,prep+pron,1q,
18828,at hynny,besides that,conjunction,1q0cujju,
18857,atafaelu,sequester,verb,1q1817gs,\N
18927,atal,prevent,verb,1q1g,\N
18939,ataliad,prevention,noun,1q1gd15,m
18941,ataliol,deterrent,adjective,1q1gdkg,
18943,atalnod,comma,noun,1q1gjk5,m
18944,atalnod llawn,full stop,noun,1q1gjk50h1tj,m
18965,atalnodi,punctuate,verb,1q1gjk5d,\N
19017,atchwelyd,regress,verb,1q4t7gu5,\N
19075,ateb,reply,noun,1q72,m
19086,ateb,answer,verb,1q72,\N
19102,ateb,answer,noun,1q72,m
19114,ateb bras,rough answer,noun,1q7202n1p,m
19115,ateb yr un diben,serve the same purpose,h,1q720un0sj05d27j,
19116,atebol,answerable,adjective,1q72kg,
19117,atebolrwydd,accountability,noun,1q72kgntu6,m
19118,ategol,auxiliary,adjective,1q7akg,
19137,ategu,support,verb,1q7as,\N
19173,ategyn,plugin,noun,1q7auj,m
19186,atglafychu,become_ill again,verb,1qag18u4s,\N
19238,atgnoi,feel_remorse,verb,1qajkd,\N
19280,atgof,reminder,noun,1qak8,m
19285,atgoffa,remind,verb,1qak91,\N
19336,atgoffaol,reminiscent,adjective,1qak91kg,
19343,atgoffáu,remind,verb,1qak91s,\N
19397,atgryfhau,recover_health,verb,1qanu8c1s,\N
19451,atgyfannu,reintegrate,verb,1qau81jjs,\N
19531,atgyflyru,recondition,verb,1qau8guns,\N
19571,atgyfnerthu,replenish,verb,1qau8j7nrs,\N
19618,atgyfodi,resurrect,verb,1qau8k5d,\N
19660,atgynhyrchu,reproduce,verb,1qaujcun4s,\N
19709,atgyweiriad,repair,noun,1qaut7dnd15,m
19755,atgyweirio,repair,verb,1qaut7dndk,\N
